time_s,speed_mps
501,12.7844
502,12.9255
503,13.0582
504,13.179
505,13.285
506,13.3745
507,13.4465
508,13.5013
509,13.5404
510,13.5661
511,13.5814
512,13.5904
513,13.5971
514,13.6061
515,13.6214
516,13.6471
517,13.6862
518,13.741
519,13.813
520,13.9025
521,14.0085
522,14.1293
523,14.262
524,14.4031
525,14.5486
526,14.6941
527,14.8352
528,14.9679
529,15.0887
530,15.1947
531,15.2842
532,15.3562
533,15.4111
534,15.4501
535,15.4758
536,15.4911
537,15.5001
538,15.5069
539,15.5158
540,15.5312
541,15.1601
542,14.8025
543,14.4607
544,14.136
545,13.8288
546,13.5381
547,13.2622
548,12.9983
549,12.7427
550,12.4915
551,12.2403
552,11.9847
553,11.7208
554,11.4449
555,11.1542
556,10.847
557,10.5223
558,10.1805
559,9.8229
560,9.4518
561,9.0705
562,8.6828
563,8.2928
564,7.9051
565,7.5238
566,7.1527
567,6.7951
568,6.4533
569,6.1287
570,5.8214
571,5.5308
572,5.2549
573,4.9909
574,4.7353
575,4.4841
576,4.2329
577,3.9774
578,3.7134
579,3.4375
580,3.1468
581,2.8396
582,2.5149
583,2.1731
584,1.8155
585,1.2812
586,0.9609
587,0.6406
588,0.3203
589,0.0
590,0.1594
591,0.3188
592,0.4781
593,0.6375
594,0.7969
595,0.9563
596,1.1157
597,1.275
598,1.3006
599,1.5247
600,1.7532
601,1.9816
602,2.2058
603,2.4215
604,2.6252
605,2.8143
606,2.9867
607,3.1417
608,3.2796
609,3.4016
610,3.5103
611,3.6086
612,3.7006
613,3.7903
614,3.8823
615,3.9806
616,4.0892
617,4.2113
618,4.3492
619,4.5042
620,4.6766
621,4.8656
622,5.0694
623,5.2851
624,5.5092
625,5.7377
626,5.9662
627,6.1903
628,6.406
629,6.6098
630,6.7988
631,6.9712
632,7.1262
633,7.2641
634,7.3862
635,7.4948
636,7.5931
637,7.6851
638,7.7748
639,7.8668
640,7.9651
641,8.0738
642,8.1958
643,8.3337
644,8.4887
645,8.6611
646,8.8502
647,9.0539
648,9.2696
649,9.4938
650,9.7222
651,9.8905
652,10.0545
653,10.21
654,10.3536
655,10.4824
656,10.5947
657,10.6895
658,10.7672
659,10.8291
660,10.8776
661,10.9157
662,10.9475
663,10.9771
664,11.0089
665,11.047
666,11.0955
667,11.1574
668,11.2351
669,11.3299
670,11.4422
671,11.571
672,11.7146
673,11.8701
674,12.0341
675,12.2024
676,12.3707
677,12.5346
678,12.6902
679,12.8337
680,12.9626
681,13.0748
682,13.1697
683,13.2474
684,13.3093
685,13.3577
686,13.3959
687,13.4277
688,13.4572
689,13.489
690,13.5272
691,13.5757
692,13.6375
693,13.7152
694,13.8101
695,13.9223
696,14.0512
697,14.1948
698,14.3503
699,14.5143
700,14.6825
701,14.8508
702,15.0148
703,15.1703
704,15.3139
705,15.4428
706,15.555
707,15.6498
708,15.7275
709,15.7894
710,15.8379
711,15.8761
712,15.9078
713,15.9374
714,15.9692
715,16.0074
716,16.0558
717,16.1177
718,16.1954
719,16.2902
720,16.4025
721,16.2238
722,16.0598
723,15.9078
724,15.7643
725,15.625
726,15.4857
727,15.3422
728,15.1902
729,15.0262
730,14.8475
731,14.6522
732,14.4395
733,14.2097
734,13.964
735,13.7049
736,13.4356
737,13.1598
738,12.8819
739,12.6061
740,12.3367
741,12.0776
742,11.832
743,11.6021
744,11.3894
745,11.1942
746,11.0155
747,10.8515
748,10.6995
749,10.5559
750,10.4167
751,10.2774
752,10.1338
753,9.9818
754,9.8179
755,9.6392
756,9.4439
757,9.2312
758,9.0013
759,8.7557
760,8.4966
761,8.2273
762,7.9515
763,7.6735
764,7.3977
765,7.1284
766,6.8693
767,6.6237
768,6.3938
769,6.1811
770,5.9858
771,5.8071
772,5.6432
773,5.4912
774,5.3476
775,5.2083
776,5.0691
777,4.9255
778,4.7735
779,4.6095
780,4.4308
781,4.2356
782,4.0229
783,3.793
784,3.5474
785,3.2883
786,3.0189
787,2.7431
788,2.4652
789,2.1894
790,1.9201
791,1.661
792,1.4153
793,1.1855
794,1.25
795,1.0417
796,0.8333
797,0.625
798,0.4167
799,0.2083
800,0.0
801,0.1562
802,0.3125
803,0.4688
804,0.625
805,0.7812
806,0.9375
807,1.0938
808,1.25
809,1.6203
810,1.7258
811,1.821
812,1.9098
813,1.9964
814,2.0852
815,2.1805
816,2.286
817,2.4049
818,2.5396
819,2.6915
820,2.8608
821,3.0467
822,3.2473
823,3.4599
824,3.6809
825,3.9062
826,4.1316
827,4.3526
828,4.5652
829,4.7658
830,4.9517
831,5.121
832,5.2729
833,5.4076
834,5.5265
835,5.632
836,5.7273
837,5.8161
838,5.9027
839,5.9915
840,6.0867
841,6.1922
842,6.3112
843,6.4459
844,6.5978
845,6.7671
846,6.953
847,7.1536
848,7.3662
849,7.5872
850,7.8125
851,8.0378
852,8.2588
853,8.4714
854,8.672
855,8.8579
856,9.0272
857,9.1791
858,9.3138
859,9.4328
860,9.5383
861,9.6335
862,9.7223
863,9.8089
864,9.8977
865,9.993
866,10.0985
867,10.2174
868,10.3521
869,10.504
870,10.6733
871,10.8592
872,11.0598
873,11.2724
874,11.4934
875,11.7187
876,11.9441
877,12.1651
878,12.3777
879,12.5783
880,12.7642
881,12.887
882,12.9923
883,13.0805
884,13.1529
885,13.2119
886,13.2606
887,13.3029
888,13.343
889,13.3852
890,13.4339
891,13.4929
892,13.5653
893,13.6535
894,13.7589
895,13.8817
896,14.021
897,14.1751
898,14.3412
899,14.5156
900,14.6944
901,14.8732
902,15.0477
903,15.2138
904,15.3679
905,15.5072
906,15.63
907,15.7354
908,15.8236
909,15.896
910,15.9549
911,16.0036
912,16.0459
913,16.086
914,16.1283
915,16.177
916,16.236
917,16.3084
918,16.3966
919,16.5019
920,16.6247
921,16.7641
922,16.9182
923,17.0842
924,17.2587
925,17.4375
926,17.6163
927,17.7908
928,17.9568
929,18.1109
930,18.2503
931,18.3731
932,18.4784
933,18.5666
934,18.639
935,18.698
936,18.7467
937,18.789
938,18.8291
939,18.8714
940,18.9201
941,18.979
942,19.0514
943,19.1396
944,19.245
945,19.3678
946,19.5071
947,19.6612
948,19.8273
949,20.0018
950,20.1806
951,20.3594
952,20.5338
953,20.6999
954,20.854
955,20.9933
956,21.1161
957,21.2215
958,21.3097
959,21.3821
960,21.4411
961,21.0368
962,20.6262
963,20.2134
964,19.8028
965,19.3986
966,19.0046
967,18.6241
968,18.2594
969,17.9118
970,17.5817
971,17.2682
972,16.9693
973,16.6825
974,16.404
975,16.1299
976,15.8558
977,15.5774
978,15.2905
979,14.9917
980,14.6782
981,14.348
982,14.0005
983,13.6357
984,13.2553
985,12.8613
986,12.4571
987,12.0465
988,11.6336
989,11.223
990,10.8188
991,10.4249
992,10.0444
993,9.6797
994,9.3321
995,9.0019
996,8.6884
997,8.3896
998,8.1027
999,7.8243
1000,7.5502
1001,7.2761
1002,6.9976
1003,6.7108
1004,6.412
1005,6.0984
1006,5.7683
1007,5.4207
1008,5.056
1009,4.6755
1010,4.2816
1011,3.8773
1012,3.4667
1013,3.0539
1014,2.6433
1015,2.2391
1016,1.8451
1017,1.4646
1018,1.3728
1019,1.0296
1020,0.6864
1021,0.3432
1022,0.0
1023,0.1781
1024,0.3561
1025,0.5342
1026,0.7123
1027,0.8903
1028,1.0684
1029,1.2464
1030,1.6887
1031,1.8798
1032,2.0535
1033,2.21
1034,2.3508
1035,2.4781
1036,2.5951
1037,2.7058
1038,2.8142
1039,2.9248
1040,3.0419
1041,3.1692
1042,3.3099
1043,3.4665
1044,3.6401
1045,3.8313
1046,4.039
1047,4.2614
1048,4.4958
1049,4.7386
1050,4.9858
1051,5.2329
1052,5.4757
1053,5.7101
1054,5.9325
1055,6.1403
1056,6.3314
1057,6.5051
1058,6.6616
1059,6.8024
1060,6.9297
1061,7.0467
1062,7.1573
1063,7.2658
1064,7.3764
1065,7.4934
1066,7.6207
1067,7.7615
1068,7.918
1069,8.0917
1070,8.2828
1071,8.4905
1072,8.713
1073,8.9474
1074,9.1902
1075,9.4373
1076,9.6845
1077,9.9273
1078,10.1617
1079,10.3841
1080,10.5918
1081,10.7829
1082,10.9566
1083,11.1132
1084,11.2539
1085,11.3812
1086,11.4983
1087,11.6089
1088,11.7173
1089,11.8279
1090,11.945
1091,12.0723
1092,12.213
1093,12.3696
1094,12.5433
1095,12.7344
1096,12.9421
1097,13.1645
1098,13.3989
1099,13.6417
1100,13.8889
1101,14.0413
1102,14.1894
1103,14.329
1104,14.4568
1105,14.5697
1106,14.6661
1107,14.7451
1108,14.8069
1109,14.8529
1110,14.8855
1111,14.9078
1112,14.9237
1113,14.9374
1114,14.9533
1115,14.9756
1116,15.0082
1117,15.0542
1118,15.116
1119,15.195
1120,15.2914
1121,15.4044
1122,15.5321
1123,15.6717
1124,15.8198
1125,15.9722
1126,16.1246
1127,16.2727
1128,16.4124
1129,16.5401
1130,16.6531
1131,16.7495
1132,16.8284
1133,16.8902
1134,16.9363
1135,16.9688
1136,16.9911
1137,17.007
1138,17.0207
1139,17.0366
1140,17.0589
1141,17.0915
1142,17.1375
1143,17.1994
1144,17.2783
1145,17.3747
1146,17.4877
1147,17.6154
1148,17.7551
1149,17.9031
1150,18.0556
1151,18.208
1152,18.356
1153,18.4957
1154,18.6234
1155,18.7364
1156,18.8328
1157,18.9117
1158,18.9736
1159,19.0196
1160,19.0522
1161,19.0745
1162,19.0904
1163,19.1041
1164,19.12
1165,19.1423
1166,19.1749
1167,19.2209
1168,19.2827
1169,19.3617
1170,19.458
1171,19.571
1172,19.6987
1173,19.8384
1174,19.9865
1175,20.1389
1176,20.2913
1177,20.4394
1178,20.579
1179,20.7068
1180,20.8197
1181,20.9161
1182,20.9951
1183,21.0569
1184,21.1029
1185,21.1355
1186,21.1578
1187,21.1737
1188,21.1874
1189,21.2033
1190,21.2256
1191,21.2582
1192,21.3042
1193,21.366
1194,21.445
1195,21.5414
1196,21.6544
1197,21.7821
1198,21.9217
1199,22.0698
1200,22.2222
1201,22.3396
1202,22.4527
1203,22.5574
1204,22.6501
1205,22.7281
1206,22.7895
1207,22.8334
1208,22.8602
1209,22.8713
1210,22.8688
1211,22.8561
1212,22.837
1213,22.8157
1214,22.7966
1215,22.7839
1216,22.7815
1217,22.7925
1218,22.8194
1219,22.8633
1220,22.9247
1221,23.0027
1222,23.0954
1223,23.2001
1224,23.3131
1225,23.4306
1226,23.548
1227,23.661
1228,23.7657
1229,23.8584
1230,23.9364
1231,23.9978
1232,24.0417
1233,24.0686
1234,24.0796
1235,24.0772
1236,24.0645
1237,24.0454
1238,24.0241
1239,24.005
1240,23.9923
1241,23.9899
1242,24.0009
1243,24.0277
1244,24.0717
1245,24.133
1246,24.211
1247,24.3037
1248,24.4084
1249,24.5215
1250,24.6389
1251,24.7563
1252,24.8694
1253,24.974
1254,25.0668
1255,25.1447
1256,25.2061
1257,25.2501
1258,25.2769
1259,25.2879
1260,25.2855
1261,25.2728
1262,25.2537
1263,25.2324
1264,25.2133
1265,25.2006
1266,25.1982
1267,25.2092
1268,25.236
1269,25.28
1270,25.3414
1271,25.4194
1272,25.5121
1273,25.6167
1274,25.7298
1275,25.8472
1276,25.9646
1277,26.0777
1278,26.1824
1279,26.2751
1280,26.3531
1281,26.4145
1282,26.4584
1283,26.4852
1284,26.4963
1285,26.4938
1286,26.4811
1287,26.462
1288,26.4407
1289,26.4216
1290,26.4089
1291,26.4065
1292,26.4175
1293,26.4444
1294,26.4883
1295,26.5497
1296,26.6277
1297,26.7204
1298,26.8251
1299,26.9381
1300,27.0556
1301,27.0207
1302,26.9816
1303,26.934
1304,26.8745
1305,26.8003
1306,26.7095
1307,26.6012
1308,26.4758
1309,26.3346
1310,26.1799
1311,26.015
1312,25.8437
1313,25.6702
1314,25.4989
1315,25.3339
1316,25.1793
1317,25.0381
1318,24.9127
1319,24.8044
1320,24.7136
1321,24.6394
1322,24.5798
1323,24.5323
1324,24.4931
1325,24.4583
1326,24.4235
1327,24.3844
1328,24.3368
1329,24.2773
1330,24.2031
1331,24.1122
1332,24.004
1333,23.8786
1334,23.7374
1335,23.5827
1336,23.4178
1337,23.2465
1338,23.073
1339,22.9016
1340,22.7367
1341,22.5821
1342,22.4409
1343,22.3155
1344,22.2072
1345,22.1164
1346,22.0421
1347,21.9826
1348,21.9351
1349,21.8959
1350,21.8611
1351,21.8263
1352,21.7872
1353,21.7396
1354,21.6801
1355,21.6058
1356,21.515
1357,21.4067
1358,21.2813
1359,21.1401
1360,20.9855
1361,20.8206
1362,20.6493
1363,20.4757
1364,20.3044
1365,20.1395
1366,19.9849
1367,19.8437
1368,19.7183
1369,19.61
1370,19.5192
1371,19.4449
1372,19.3854
1373,19.3378
1374,19.2987
1375,19.2639
1376,19.2291
1377,19.1899
1378,19.1424
1379,19.0829
1380,19.0086
1381,18.9178
1382,18.8095
1383,18.6841
1384,18.5429
1385,18.3883
1386,18.2234
1387,18.052
1388,17.8785
1389,17.7072
1390,17.5423
1391,17.3876
1392,17.2464
1393,17.121
1394,17.0128
1395,16.9219
1396,16.8477
1397,16.7882
1398,16.7406
1399,16.7015
1400,16.6667
1401,16.5193
1402,16.3676
1403,16.2075
1404,16.0354
1405,15.8486
1406,15.6452
1407,15.4244
1408,15.1864
1409,14.9326
1410,14.6654
1411,14.388
1412,14.1041
1413,13.818
1414,13.5341
1415,13.2566
1416,12.9894
1417,12.7357
1418,12.4977
1419,12.2769
1420,12.0735
1421,11.8867
1422,11.7146
1423,11.5545
1424,11.4028
1425,11.2554
1426,11.108
1427,10.9563
1428,10.7962
1429,10.6241
1430,10.4373
1431,10.2339
1432,10.0131
1433,9.7752
1434,9.5214
1435,9.2542
1436,8.9767
1437,8.6928
1438,8.4067
1439,8.1229
1440,7.8454
1441,7.5782
1442,7.3244
1443,7.0864
1444,6.8656
1445,6.6622
1446,6.4754
1447,6.3034
1448,6.1432
1449,5.9915
1450,5.8442
1451,5.6968
1452,5.5451
1453,5.385
1454,5.2129
1455,5.0261
1456,4.8227
1457,4.6019
1458,4.3639
1459,4.1101
1460,3.8429
1461,3.5655
1462,3.2816
1463,2.9955
1464,2.7116
1465,2.4341
1466,2.1669
1467,1.9132
1468,1.6752
1469,1.4544
1470,1.251
1471,1.2987
1472,1.0823
1473,0.8658
1474,0.6494
1475,0.4329
1476,0.2165
1477,0.0
1478,0.3044
1479,0.6088
1480,0.9132
1481,1.2177
1482,1.7949
1483,2.0778
1484,2.3449
1485,2.5986
1486,2.842
1487,3.079
1488,3.3137
1489,3.5507
1490,3.7941
1491,4.0478
1492,4.3149
1493,4.5978
1494,4.8978
1495,5.2153
1496,5.5493
1497,5.8981
1498,6.2589
1499,6.628
1500,7.0015
1501,7.375
1502,7.7442
1503,8.1049
1504,8.4537
1505,8.7878
1506,9.1052
1507,9.4053
1508,9.6882
1509,9.9553
1510,10.2089
1511,10.4523
1512,10.6893
1513,10.9241
1514,11.1611
1515,11.4045
1516,11.6581
1517,11.9252
1518,12.2081
1519,12.5082
1520,12.8256
1521,13.1597
1522,13.5085
1523,13.8692
1524,14.2384
1525,14.6119
1526,14.9854
1527,15.3545
1528,15.7153
1529,16.0641
1530,16.3981
1531,16.7156
1532,17.0156
1533,17.2985
1534,17.5656
1535,17.8193
1536,18.0627
1537,18.2997
1538,18.5344
1539,18.7714
1540,19.0148
1541,19.2685
1542,19.5356
1543,19.8185
1544,20.1185
1545,20.436
1546,20.77
1547,21.1188
1548,21.4796
1549,21.8487
1550,22.2222
1551,22.4128
1552,22.5991
1553,22.777
1554,22.9429
1555,23.094
1556,23.2286
1557,23.3458
1558,23.4458
1559,23.53
1560,23.6008
1561,23.6613
1562,23.7154
1563,23.7673
1564,23.8214
1565,23.8819
1566,23.9526
1567,24.0369
1568,24.1369
1569,24.254
1570,24.3886
1571,24.5398
1572,24.7057
1573,24.8835
1574,25.0698
1575,25.2604
1576,25.451
1577,25.6373
1578,25.8152
1579,25.9811
1580,26.1322
1581,26.2668
1582,26.384
1583,26.484
1584,26.5682
1585,26.639
1586,26.6995
1587,26.7536
1588,26.8055
1589,26.8595
1590,26.9201
1591,26.9908
1592,27.075
1593,27.1751
1594,27.2922
1595,27.4268
1596,27.578
1597,27.7439
1598,27.9217
1599,28.108
1600,28.2986
1601,28.4892
1602,28.6755
1603,28.8533
1604,29.0193
1605,29.1704
1606,29.305
1607,29.4222
1608,29.5222
1609,29.6064
1610,29.6772
1611,29.7377
1612,29.7918
1613,29.8437
1614,29.8977
1615,29.9583
1616,30.029
1617,30.1132
1618,30.2133
1619,30.3304
1620,30.465
1621,30.6162
1622,30.7821
1623,30.9599
1624,31.1462
1625,31.3368
1626,31.5274
1627,31.7137
1628,31.8915
1629,32.0575
1630,32.2086
1631,32.2864
1632,32.3467
1633,32.3898
1634,32.4172
1635,32.4311
1636,32.4348
1637,32.432
1638,32.4271
1639,32.4243
1640,32.428
1641,32.4419
1642,32.4693
1643,32.5125
1644,32.5728
1645,32.6505
1646,32.7448
1647,32.8539
1648,32.9749
1649,33.1043
1650,33.2381
1651,33.3719
1652,33.5013
1653,33.6223
1654,33.7314
1655,33.8257
1656,33.9034
1657,33.9637
1658,34.0069
1659,34.0343
1660,34.0482
1661,34.0519
1662,34.0491
1663,34.0442
1664,34.0414
1665,34.0451
1666,34.059
1667,34.0864
1668,34.1295
1669,34.1898
1670,34.2676
1671,34.3619
1672,34.471
1673,34.592
1674,34.7214
1675,34.8552
1676,34.9889
1677,35.1183
1678,35.2394
1679,35.3484
1680,35.4428
1681,35.5205
1682,35.5808
1683,35.624
1684,35.6513
1685,35.6653
1686,35.6689
1687,35.6662
1688,35.6612
1689,35.6585
1690,35.6621
1691,35.676
1692,35.7034
1693,35.7466
1694,35.8069
1695,35.8846
1696,35.979
1697,36.088
1698,36.209
1699,36.3385
1700,36.4722
1701,36.2007
1702,35.9249
1703,35.6407
1704,35.3445
1705,35.0336
1706,34.7061
1707,34.3612
1708,33.9991
1709,33.6213
1710,33.2299
1711,32.8284
1712,32.4204
1713,32.0102
1714,31.6022
1715,31.2006
1716,30.8093
1717,30.4314
1718,30.0694
1719,29.7244
1720,29.3969
1721,29.086
1722,28.7898
1723,28.5056
1724,28.2298
1725,27.9583
1726,27.6869
1727,27.411
1728,27.1268
1729,26.8306
1730,26.5197
1731,26.1922
1732,25.8473
1733,25.4852
1734,25.1074
1735,24.7161
1736,24.3145
1737,23.9065
1738,23.4963
1739,23.0883
1740,22.6867
1741,22.2954
1742,21.9175
1743,21.5555
1744,21.2105
1745,20.883
1746,20.5721
1747,20.276
1748,19.9917
1749,19.7159
1750,19.4444
1751,19.1167
1752,18.7846
1753,18.4441
1754,18.0917
1755,17.7245
1756,17.3407
1757,16.9395
1758,16.5212
1759,16.087
1760,15.6395
1761,15.1816
1762,14.7174
1763,14.2509
1764,13.7866
1765,13.3288
1766,12.8812
1767,12.4471
1768,12.0287
1769,11.6275
1770,11.2438
1771,10.8766
1772,10.5241
1773,10.1836
1774,9.8516
1775,9.5238
1776,9.1961
1777,8.864
1778,8.5235
1779,8.171
1780,7.8039
1781,7.4201
1782,7.0189
1783,6.6005
1784,6.1664
1785,5.7188
1786,5.261
1787,4.7967
1788,4.3303
1789,3.866
1790,3.4082
1791,2.9606
1792,2.5264
1793,2.1081
1794,1.7069
1795,1.3231
1796,1.1905
1797,0.7937
1798,0.3968
1799,0.0
